# feature-min-max-scale price 
# feature-binarize parking 
# feature-fill stories 2 
price,0,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,parking,prefarea,furnishingstatus
0.4575757575757575,6360,4,2,2,yes,no,no,no,1.0,yes,furnished
0.4545454545454546,11175,3,1,2,yes,no,yes,no,0.0,yes,furnished
0.4484848484848485,8880,3,2,2,yes,no,yes,no,0.0,no,furnished
0.4484848484848485,13200,2,1,2,yes,no,yes,yes,0.0,no,furnished
0.44545454545454544,7700,3,2,2,yes,no,no,no,1.0,no,unfurnished
0.4424242424242424,6000,3,1,2,yes,no,no,no,0.0,no,furnished
0.4363636363636364,12090,4,2,2,yes,no,no,no,1.0,yes,furnished
0.4363636363636364,4000,3,2,2,yes,no,yes,no,0.0,yes,semi-furnished
0.43333333333333335,6000,4,2,2,yes,no,no,no,0.0,no,unfurnished
0.4303030303030303,5020,3,1,2,yes,no,no,no,0.0,yes,unfurnished
0.42727272727272725,6600,2,2,2,yes,no,yes,no,0.0,yes,furnished
0.4242424242424242,4040,3,1,2,yes,no,yes,yes,0.0,no,furnished
0.4242424242424242,4260,4,2,2,yes,no,no,yes,0.0,no,semi-furnished
0.4242424242424242,6420,3,2,2,yes,no,no,no,0.0,yes,furnished
0.4242424242424242,6500,3,2,2,yes,no,no,no,0.0,yes,furnished
0.4242424242424242,5700,3,1,2,yes,yes,yes,no,1.0,yes,furnished
0.4242424242424242,6000,3,2,2,yes,yes,no,no,0.0,no,furnished
0.42242424242424237,6000,3,1,2,yes,no,no,yes,0.0,yes,semi-furnished
0.42121212121212126,4000,3,2,2,yes,no,yes,no,0.0,no,semi-furnished
0.42121212121212126,10500,3,2,2,yes,no,yes,no,0.0,yes,furnished
0.4181818181818182,6000,3,2,2,yes,no,no,no,0.0,no,semi-furnished
0.4121212121212121,3760,3,1,2,yes,no,no,yes,1.0,no,semi-furnished
0.4121212121212121,8250,3,2,2,yes,no,no,no,0.0,no,furnished
0.4121212121212121,6670,3,1,2,yes,no,yes,no,0.0,yes,unfurnished
0.40909090909090906,3960,3,1,2,yes,no,yes,no,1.0,no,semi-furnished
0.40909090909090906,7410,3,1,2,yes,yes,yes,no,1.0,yes,unfurnished
0.406060606060606,8580,5,3,2,yes,no,no,no,1.0,no,furnished
0.406060606060606,5000,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.4042424242424243,6750,2,1,2,yes,yes,yes,no,1.0,yes,furnished
0.40303030303030307,4800,3,2,2,yes,yes,no,no,0.0,no,furnished
0.3939393939393939,7200,3,2,2,yes,no,yes,no,1.0,no,semi-furnished
0.3939393939393939,6000,4,2,2,yes,no,no,no,0.0,no,semi-furnished
0.3939393939393939,4100,3,2,2,yes,no,no,no,1.0,no,semi-furnished
0.3939393939393939,9000,3,1,2,yes,no,yes,no,0.0,yes,furnished
0.3939393939393939,6400,3,1,2,yes,yes,yes,no,0.0,yes,semi-furnished
0.3933333333333333,6600,3,2,2,yes,no,no,no,0.0,yes,unfurnished
0.3909090909090909,6000,4,1,2,yes,yes,yes,no,0.0,yes,unfurnished
0.3878787878787878,6600,3,2,2,yes,no,yes,no,0.0,yes,unfurnished
0.3878787878787878,5500,3,1,2,yes,no,no,no,0.0,yes,unfurnished
0.3848484848484849,5500,3,2,2,yes,yes,no,no,0.0,no,semi-furnished
0.3848484848484849,6350,3,2,2,yes,yes,no,no,0.0,no,furnished
0.3848484848484849,5500,3,2,2,yes,yes,yes,no,1.0,yes,furnished
0.38181818181818183,4500,3,1,2,yes,no,no,no,0.0,no,unfurnished
0.38181818181818183,5450,4,2,2,yes,no,yes,no,0.0,yes,semi-furnished
0.3787878787878788,6420,3,1,2,yes,no,yes,no,0.0,yes,unfurnished
0.3772727272727273,3240,4,1,2,yes,no,no,no,0.0,no,semi-furnished
0.37575757575757573,6615,4,2,2,yes,yes,no,yes,0.0,no,semi-furnished
0.37575757575757573,6600,3,1,2,yes,yes,yes,no,1.0,yes,semi-furnished
0.37575757575757573,8372,3,1,2,yes,no,no,no,1.0,no,unfurnished
0.3751515151515151,4300,6,2,2,yes,no,no,no,0.0,no,furnished
0.3751515151515151,9620,3,1,2,yes,no,yes,no,1.0,yes,furnished
0.36969696969696975,6800,2,1,2,yes,yes,yes,no,1.0,no,furnished
0.36969696969696975,8000,3,1,2,yes,yes,yes,no,1.0,yes,semi-furnished
0.36969696969696975,6900,3,2,2,yes,yes,yes,no,0.0,yes,unfurnished
0.36363636363636365,3700,4,1,2,yes,yes,no,no,0.0,no,furnished
0.36363636363636365,6420,3,1,2,yes,no,yes,no,0.0,yes,furnished
0.36363636363636365,7020,3,1,2,yes,no,yes,no,1.0,yes,semi-furnished
0.36363636363636365,6540,3,1,2,yes,yes,yes,no,1.0,yes,furnished
0.36363636363636365,7231,3,1,2,yes,yes,yes,no,0.0,yes,semi-furnished
0.36363636363636365,6254,4,2,2,yes,no,yes,no,0.0,yes,semi-furnished
0.36363636363636365,7320,4,2,2,yes,no,no,no,0.0,no,furnished
0.36363636363636365,6525,3,2,2,yes,no,no,no,0.0,no,furnished
0.36303030303030304,15600,3,1,2,yes,no,no,no,1.0,no,semi-furnished
0.35757575757575755,7160,3,1,2,yes,no,yes,no,1.0,yes,unfurnished
0.35757575757575755,6500,3,2,2,yes,no,no,no,0.0,no,unfurnished
0.35696969696969694,5500,3,1,2,yes,yes,no,no,0.0,no,furnished
0.35696969696969694,11460,3,1,2,yes,no,no,no,1.0,yes,semi-furnished
0.3563636363636363,4800,3,1,2,yes,yes,yes,no,0.0,no,unfurnished
0.35151515151515156,5828,4,1,2,yes,yes,no,no,0.0,no,semi-furnished
0.35151515151515156,5200,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.35151515151515156,4800,3,1,2,yes,no,no,no,0.0,no,unfurnished
0.35090909090909095,7000,3,1,2,yes,no,yes,no,1.0,yes,semi-furnished
0.3484848484848485,6000,3,2,2,yes,no,no,no,0.0,no,unfurnished
0.34545454545454546,5400,4,2,2,yes,no,no,no,1.0,no,unfurnished
0.34545454545454546,4640,4,1,2,yes,no,no,no,0.0,no,semi-furnished
0.34545454545454546,5000,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.34545454545454546,6360,3,1,2,yes,yes,yes,no,1.0,yes,furnished
0.34545454545454546,5800,3,2,2,yes,no,no,no,0.0,no,unfurnished
0.3378787878787879,6660,4,2,2,yes,yes,yes,no,0.0,yes,semi-furnished
0.33333333333333326,10500,4,2,2,yes,no,no,no,0.0,no,semi-furnished
0.33333333333333326,4800,5,2,2,no,no,yes,yes,0.0,no,unfurnished
0.33333333333333326,4700,4,1,2,yes,yes,yes,no,0.0,no,furnished
0.33333333333333326,5000,3,1,2,yes,no,no,no,0.0,no,furnished
0.33333333333333326,10500,2,1,2,yes,no,no,no,0.0,no,semi-furnished
0.33333333333333326,5500,3,2,2,yes,no,no,no,0.0,no,semi-furnished
0.33333333333333326,6360,3,1,2,yes,no,no,no,0.0,yes,semi-furnished
0.33333333333333326,6600,4,2,2,yes,no,yes,no,0.0,yes,semi-furnished
0.33333333333333326,5136,3,1,2,yes,yes,yes,no,0.0,yes,unfurnished
0.3303030303030303,4400,4,1,2,yes,no,no,no,1.0,yes,semi-furnished
0.3303030303030303,5400,5,1,2,yes,yes,yes,no,0.0,yes,furnished
0.32727272727272727,3300,3,3,2,yes,no,yes,no,0.0,no,semi-furnished
0.32727272727272727,3650,3,2,2,yes,no,no,no,1.0,no,semi-furnished
0.32727272727272727,6100,3,2,2,yes,no,yes,no,1.0,yes,furnished
0.32666666666666666,6900,3,1,2,yes,yes,yes,no,0.0,yes,semi-furnished
0.3242424242424242,2817,4,2,2,no,yes,yes,no,0.0,no,furnished
0.3242424242424242,7980,3,1,2,yes,no,no,no,1.0,no,semi-furnished
0.32121212121212117,3150,3,2,2,yes,yes,yes,no,0.0,no,furnished
0.32121212121212117,6210,4,1,2,yes,yes,no,no,0.0,no,furnished
0.32121212121212117,6100,3,1,2,yes,yes,no,no,0.0,yes,semi-furnished
0.32121212121212117,6600,4,2,2,yes,yes,yes,no,0.0,yes,semi-furnished
0.3181818181818181,6825,3,1,2,yes,yes,yes,no,0.0,yes,semi-furnished
0.31515151515151507,6710,3,2,2,yes,yes,yes,no,0.0,yes,furnished
0.3145454545454546,6450,3,2,2,yes,yes,yes,yes,0.0,no,unfurnished
0.3090909090909091,7800,3,1,2,yes,no,yes,no,1.0,yes,unfurnished
0.30606060606060603,4600,2,2,2,yes,no,no,no,1.0,no,semi-furnished
0.303030303030303,4260,4,1,2,yes,no,yes,no,0.0,no,furnished
0.303030303030303,6540,4,2,2,no,no,no,no,0.0,no,semi-furnished
0.303030303030303,5500,3,2,2,yes,no,yes,no,0.0,no,semi-furnished
0.303030303030303,10269,3,1,2,yes,no,no,no,0.0,yes,semi-furnished
0.303030303030303,8400,3,1,2,yes,yes,yes,no,1.0,yes,unfurnished
0.303030303030303,5300,4,2,2,yes,no,no,no,0.0,yes,unfurnished
0.303030303030303,3800,3,1,2,yes,yes,yes,no,0.0,yes,unfurnished
0.303030303030303,9800,4,2,2,yes,yes,no,no,1.0,no,semi-furnished
0.303030303030303,8520,3,1,2,yes,no,no,no,1.0,no,furnished
0.3024242424242424,6050,3,1,2,yes,no,yes,no,0.0,yes,semi-furnished
0.30121212121212115,7085,3,1,2,yes,yes,yes,no,1.0,yes,semi-furnished
0.29999999999999993,3180,3,2,2,yes,no,no,no,1.0,no,semi-furnished
0.29999999999999993,4500,4,2,2,no,no,yes,no,1.0,no,semi-furnished
0.29999999999999993,7200,3,1,2,yes,yes,yes,no,0.0,yes,furnished
0.29393939393939394,3410,3,1,2,no,no,no,no,0.0,no,semi-furnished
0.29393939393939394,7980,3,1,2,yes,no,no,no,0.0,yes,semi-furnished
0.2909090909090909,3000,3,2,2,yes,yes,yes,no,0.0,no,furnished
0.2909090909090909,3000,3,1,2,yes,no,yes,no,0.0,no,unfurnished
0.2909090909090909,11410,2,1,2,yes,no,no,no,0.0,yes,furnished
0.2909090909090909,6100,3,1,2,yes,no,yes,no,0.0,yes,semi-furnished
0.28787878787878785,5720,2,1,2,yes,no,no,no,0.0,yes,unfurnished
0.2848484848484848,3540,2,1,2,no,yes,yes,no,0.0,no,semi-furnished
0.2848484848484848,7600,4,1,2,yes,no,no,no,1.0,no,furnished
0.2848484848484848,10700,3,1,2,yes,yes,yes,no,0.0,no,semi-furnished
0.2848484848484848,6600,3,1,2,yes,yes,yes,no,0.0,yes,furnished
0.2842424242424242,4800,2,1,2,yes,yes,yes,no,0.0,no,semi-furnished
0.28181818181818175,8150,3,2,2,yes,yes,yes,no,0.0,no,semi-furnished
0.2787878787878788,4410,4,3,2,yes,no,yes,no,1.0,no,semi-furnished
0.2787878787878788,7686,3,1,2,yes,yes,yes,yes,0.0,no,semi-furnished
0.2775757575757576,2800,3,2,2,no,no,yes,no,0.0,no,semi-furnished
0.27575757575757576,5948,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.2733333333333333,4200,3,1,2,yes,no,no,no,0.0,no,furnished
0.2727272727272727,4520,3,1,2,yes,no,yes,no,0.0,no,semi-furnished
0.2727272727272727,4095,3,1,2,no,yes,yes,no,0.0,no,semi-furnished
0.2727272727272727,4120,2,1,2,yes,no,yes,no,0.0,no,semi-furnished
0.2727272727272727,5400,4,1,2,yes,no,no,no,0.0,no,semi-furnished
0.2727272727272727,4770,3,1,2,yes,yes,yes,no,0.0,no,semi-furnished
0.2727272727272727,6300,3,1,2,yes,no,no,no,1.0,no,semi-furnished
0.2727272727272727,5800,2,1,2,yes,yes,yes,no,0.0,no,semi-furnished
0.2727272727272727,3000,3,1,2,yes,no,yes,no,0.0,no,semi-furnished
0.2727272727272727,2970,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.2727272727272727,6720,3,1,2,yes,no,no,no,0.0,no,unfurnished
0.2727272727272727,4646,3,1,2,yes,yes,yes,no,1.0,no,semi-furnished
0.2727272727272727,12900,3,1,2,yes,no,no,no,1.0,no,furnished
0.2721212121212121,3420,4,2,2,yes,no,yes,no,1.0,no,semi-furnished
0.2721212121212121,4995,4,2,2,yes,no,yes,no,0.0,no,semi-furnished
0.26969696969696966,4350,2,1,2,yes,no,yes,no,0.0,no,unfurnished
0.2666666666666666,4160,3,1,2,yes,no,no,no,0.0,no,unfurnished
0.2666666666666666,6040,3,1,2,yes,no,no,no,1.0,yes,semi-furnished
0.2666666666666666,6862,3,1,2,yes,no,no,no,1.0,yes,furnished
0.2666666666666666,4815,2,1,2,yes,no,no,no,0.0,yes,semi-furnished
0.26363636363636356,7000,3,1,2,yes,no,yes,no,0.0,no,unfurnished
0.26363636363636356,8100,4,1,2,yes,no,yes,no,1.0,no,semi-furnished
0.26121212121212123,3420,4,2,2,yes,no,no,no,0.0,no,semi-furnished
0.2606060606060606,9166,2,1,2,yes,no,yes,no,1.0,no,semi-furnished
0.2606060606060606,6321,3,1,2,yes,no,yes,no,0.0,no,furnished
0.2606060606060606,10240,2,1,2,yes,no,no,no,1.0,yes,unfurnished
0.26,6440,2,1,2,yes,no,no,no,1.0,no,semi-furnished
0.2545454545454545,5170,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.2545454545454545,6000,2,1,2,yes,no,yes,no,0.0,no,furnished
0.2545454545454545,3630,3,1,2,yes,no,no,no,1.0,no,semi-furnished
0.2545454545454545,9667,4,2,2,yes,yes,yes,no,0.0,no,semi-furnished
0.2545454545454545,5400,2,1,2,yes,no,no,no,0.0,yes,semi-furnished
0.2545454545454545,4320,3,1,2,yes,no,no,no,0.0,yes,semi-furnished
0.25151515151515147,3745,3,1,2,yes,no,yes,no,0.0,no,furnished
0.24848484848484845,4160,3,1,2,yes,yes,yes,no,0.0,no,unfurnished
0.24848484848484845,3880,3,2,2,yes,no,yes,no,1.0,no,semi-furnished
0.24848484848484845,5680,3,1,2,yes,yes,no,no,0.0,no,semi-furnished
0.24848484848484845,2870,2,1,2,yes,yes,yes,no,0.0,yes,semi-furnished
0.24848484848484845,5010,3,1,2,yes,no,yes,no,0.0,no,semi-furnished
0.24787878787878784,4510,4,2,2,yes,no,yes,no,0.0,no,semi-furnished
0.24545454545454545,4000,3,1,2,yes,no,no,no,0.0,no,furnished
0.24545454545454545,3840,3,1,2,yes,no,no,no,0.0,yes,semi-furnished
0.2424242424242424,3760,3,1,2,yes,no,no,no,1.0,no,semi-furnished
0.2424242424242424,3640,3,1,2,yes,no,no,no,0.0,no,furnished
0.2424242424242424,2550,3,1,2,yes,no,yes,no,0.0,no,furnished
0.2424242424242424,5320,3,1,2,yes,yes,yes,no,0.0,yes,semi-furnished
0.2424242424242424,5360,3,1,2,yes,no,no,no,1.0,yes,unfurnished
0.2424242424242424,3520,3,1,2,yes,no,no,no,0.0,yes,semi-furnished
0.2424242424242424,8400,4,1,2,yes,no,no,no,1.0,no,unfurnished
0.2418181818181818,4100,2,2,2,yes,yes,yes,no,0.0,no,semi-furnished
0.2418181818181818,4990,4,2,2,yes,yes,yes,no,0.0,yes,furnished
0.23939393939393935,3510,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.23939393939393935,3450,3,1,2,yes,no,yes,no,0.0,no,semi-furnished
0.23939393939393935,9860,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.23939393939393935,3520,2,1,2,yes,no,no,no,0.0,yes,furnished
0.23636363636363636,4510,4,1,2,yes,no,no,no,1.0,no,semi-furnished
0.23636363636363636,5885,2,1,2,yes,no,no,no,0.0,no,unfurnished
0.23636363636363636,4000,3,1,2,yes,no,no,no,1.0,no,furnished
0.23636363636363636,8250,3,1,2,yes,no,no,no,0.0,no,furnished
0.23636363636363636,4040,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.23575757575757575,6360,2,1,2,yes,no,yes,no,0.0,no,furnished
0.23575757575757575,3162,3,1,2,yes,no,no,no,0.0,no,furnished
0.23575757575757575,3510,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.2333333333333333,3750,2,1,2,yes,yes,yes,no,0.0,no,semi-furnished
0.23030303030303026,3968,3,1,2,no,no,no,no,0.0,no,semi-furnished
0.23030303030303026,4900,2,1,2,yes,no,yes,no,0.0,no,semi-furnished
0.22969696969696965,2880,3,1,2,yes,no,no,no,0.0,yes,semi-furnished
0.22969696969696965,4880,3,1,2,yes,no,no,no,1.0,yes,unfurnished
0.22969696969696965,4920,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.22787878787878788,4950,4,1,2,yes,no,no,no,0.0,no,semi-furnished
0.22727272727272727,3900,3,1,2,yes,no,no,no,0.0,no,unfurnished
0.22424242424242422,4500,3,2,2,yes,no,no,yes,0.0,no,furnished
0.22424242424242422,1905,5,1,2,no,no,yes,no,0.0,no,semi-furnished
0.22424242424242422,4075,3,1,2,yes,yes,yes,no,1.0,no,semi-furnished
0.22424242424242422,3500,4,1,2,yes,no,no,no,1.0,no,furnished
0.22424242424242422,6450,4,1,2,yes,no,no,no,0.0,no,semi-furnished
0.22242424242424239,4032,2,1,2,yes,no,yes,no,0.0,no,furnished
0.22121212121212117,4400,2,1,2,yes,no,no,no,0.0,no,semi-furnished
0.22121212121212117,10360,2,1,2,yes,no,no,no,0.0,yes,semi-furnished
0.21878787878787878,3400,3,1,2,yes,no,yes,no,1.0,yes,semi-furnished
0.21818181818181817,6360,2,1,2,yes,no,no,no,0.0,no,furnished
0.21818181818181817,6360,2,1,2,yes,no,no,no,0.0,no,unfurnished
0.21818181818181817,4500,2,1,2,yes,no,no,no,1.0,no,furnished
0.21818181818181817,2175,3,1,2,no,yes,yes,no,0.0,no,unfurnished
0.21818181818181817,4360,4,1,2,yes,no,no,no,0.0,no,furnished
0.21818181818181817,7770,2,1,2,yes,no,no,no,0.0,no,furnished
0.21515151515151512,6650,3,1,2,yes,yes,no,no,0.0,no,semi-furnished
0.21515151515151512,2787,3,1,2,yes,no,yes,no,0.0,yes,furnished
0.21212121212121213,5500,3,1,2,yes,no,no,no,0.0,no,unfurnished
0.21212121212121213,5040,3,1,2,yes,no,yes,no,0.0,no,unfurnished
0.21212121212121213,5850,2,1,2,yes,yes,yes,no,1.0,no,semi-furnished
0.21212121212121213,2610,4,3,2,no,no,no,no,0.0,no,semi-furnished
0.21212121212121213,2953,3,1,2,yes,no,yes,no,0.0,no,unfurnished
0.21212121212121213,2747,4,2,2,no,no,no,no,0.0,no,semi-furnished
0.21212121212121213,4410,2,1,2,no,no,no,no,0.0,no,unfurnished
0.21212121212121213,4000,4,2,2,no,no,no,no,0.0,no,semi-furnished
0.21212121212121213,2325,3,1,2,no,no,no,no,0.0,no,semi-furnished
0.21212121212121213,4600,3,2,2,yes,no,no,no,0.0,no,semi-furnished
0.21212121212121213,3640,3,2,2,yes,no,yes,no,0.0,no,unfurnished
0.21212121212121213,5800,3,1,2,yes,no,no,yes,1.0,no,semi-furnished
0.21212121212121213,7000,3,1,2,yes,no,no,no,1.0,no,furnished
0.21212121212121213,4079,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.21212121212121213,3520,3,1,2,yes,no,no,no,0.0,yes,semi-furnished
0.21212121212121213,2145,3,1,2,yes,no,no,no,0.0,yes,unfurnished
0.21212121212121213,4500,3,1,2,yes,no,yes,no,0.0,no,furnished
0.21151515151515152,8250,3,1,2,yes,no,yes,no,1.0,no,semi-furnished
0.21151515151515152,3450,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.20909090909090908,4840,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.20909090909090908,4080,3,1,2,yes,no,no,no,1.0,no,semi-furnished
0.20909090909090908,4046,3,1,2,yes,no,yes,no,0.0,no,semi-furnished
0.20606060606060603,4632,4,1,2,yes,no,no,no,0.0,no,semi-furnished
0.20606060606060603,5985,3,1,2,yes,no,yes,no,0.0,no,semi-furnished
0.20545454545454542,6060,2,1,2,yes,no,yes,no,0.0,no,semi-furnished
0.20333333333333334,3600,3,1,2,yes,no,yes,no,0.0,yes,furnished
0.20303030303030303,3680,3,2,2,yes,no,no,no,0.0,no,semi-furnished
0.20303030303030303,4040,2,1,2,yes,no,no,no,0.0,no,semi-furnished
0.20303030303030303,5600,2,1,2,yes,no,no,no,0.0,no,semi-furnished
0.19999999999999998,5900,4,2,2,no,no,yes,no,0.0,no,unfurnished
0.19999999999999998,4992,3,2,2,yes,no,no,no,1.0,no,unfurnished
0.19999999999999998,4340,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.19999999999999998,3000,4,1,2,yes,no,yes,no,1.0,no,semi-furnished
0.19999999999999998,4320,3,1,2,yes,no,no,no,1.0,yes,furnished
0.19696969696969693,3630,3,2,2,yes,no,no,yes,1.0,no,semi-furnished
0.19696969696969693,3460,3,2,2,yes,no,yes,no,0.0,no,furnished
0.19696969696969693,5400,3,1,2,yes,no,no,no,1.0,no,semi-furnished
0.1954545454545454,4500,3,1,2,no,no,yes,no,0.0,no,semi-furnished
0.1954545454545454,3460,4,1,2,yes,no,no,no,0.0,no,semi-furnished
0.19393939393939394,4100,4,1,2,no,no,yes,no,0.0,no,unfurnished
0.19393939393939394,6480,3,1,2,no,no,no,no,0.0,no,semi-furnished
0.19393939393939394,4500,3,2,2,no,no,yes,no,0.0,no,semi-furnished
0.19393939393939394,3960,3,1,2,yes,no,no,no,0.0,no,furnished
0.19393939393939394,4050,2,1,2,yes,yes,yes,no,0.0,yes,unfurnished
0.18787878787878784,7260,3,2,2,yes,yes,yes,no,1.0,no,furnished
0.18787878787878784,5500,4,1,2,yes,yes,yes,no,0.0,no,semi-furnished
0.18787878787878784,3000,3,1,2,yes,no,no,no,0.0,no,semi-furnished
0.18787878787878784,3290,2,1,2,yes,no,no,yes,0.0,no,furnished
0.18787878787878784,3816,2,1,2,yes,no,yes,no,1.0,no,furnished
0.18787878787878784,8080,3,1,2,yes,no,no,no,1.0,no,semi-furnished
0.18787878787878784,2145,4,2,2,yes,no,yes,no,0.0,yes,unfurnished
0.18484848484848485,3780,2,1,2,yes,yes,yes,no,0.0,no,semi-furnished
0.18484848484848485,3180,4,2,2,yes,no,no,no,0.0,no,furnished
0.1818181818181818,5300,5,2,2,yes,no,no,no,0.0,no,semi-furnished
0.1818181818181818,3180,2,2,2,yes,no,yes,no,1.0,no,semi-furnished
0.1818181818181818,7152,3,1,2,yes,no,no,no,0.0,no,furnished
0.1818181818181818,4080,2,1,2,yes,no,no,no,0.0,no,semi-furnished
0.1818181818181818,3850,2,1,2,yes,no,no,no,0.0,no,semi-furnished
0.1818181818181818,2015,3,1,2,yes,no,yes,no,0.0,yes,semi-furnished
